year,quarter_number,region,churn
2015,1,ЯМАЛО-НЕНЕЦКИЙ АВТОНОМНЫЙ ОКРУГ,0.0
2015,1,ЯМАЛО-НЕНЕЦКИЙ АО,0.023980815347721823
2015,1,ЯРОСЛАВСКАЯ ОБЛ,0.0
2015,2,АДЫГЕЯ РЕСП,0.1
2015,2,АЛТАЙ РЕСП,0.0
2015,2,АЛТАЙСКИЙ КРАЙ,0.08235294117647059
2015,2,АЛЬШЕЕВСКИЙ,0.0
2015,2,АМУРСКАЯ ОБЛ,0.0
2015,2,АРХАНГЕЛЬСКАЯ ОБЛ,0.02702702702702703
2015,2,АСТРАХАНСКАЯ ОБЛ,0.0
2015,2,БАКАЛИНСКИЙ,0.0
2015,2,БАШКОРТОСТАН РЕСП,0.030612244897959183
2015,2,БЕЛАРУСЬ,0.0
2015,2,БЕЛАРУСЬ РЕСП,0.0
2015,2,БЕЛАРУСЬ РЕСП.,0.0
2015,2,БЕЛГОРОДСКАЯ ОБЛ,0.008733624454148471
2015,2,БЕЛЕБЕЕВСКИЙ,0.0
2015,2,БЕЛОРЕЦКИЙ Р-Н,0.0
2015,2,БЛАГОВЕЩЕНСКИЙ,0.0
2015,2,БРЯНСКАЯ ОБЛ,0.0
2015,2,БУРЯТИЯ РЕСП,0.0
2015,2,ВЛАДИМИРСКАЯ ОБЛ,0.0
2015,2,ВОЛГОГРАДСКАЯ ОБЛ,0.047619047619047616
2015,2,ВОЛОГОДСКАЯ ОБЛ,0.00018946570670708602
2015,2,ВОРОНЕЖСКАЯ ОБЛ,0.015151515151515152
2015,2,ГОМЕЛЬСКАЯ ОБЛ,0.5
2015,2,ДАГЕСТАН РЕСП,0.0
2015,2,ЗАБАЙКАЛЬСКИЙ КРАЙ,0.0
2015,2,ИВАНО-ФРАНКОВСКАЯ,0.0
2015,2,ИВАНО-ФРАНКОВСКАЯ ОБЛ,0.0
2015,2,ИВАНОВСКАЯ ОБЛ,0.05263157894736842
2015,2,ИГЛИНСКИЙ,0.0
2015,2,ИЛИШЕВСКИЙ Р-Н,0.0
2015,2,ИРКУТСКАЯ ОБЛ,0.01340033500837521
2015,2,ИШИМБАЙИСКИЙ,0.0
2015,2,ИШИМБАЙСКИЙ,0.0
2015,2,КАБАРДИНО-БАЛКАРСКАЯ РЕСП,0.0
2015,2,КАЗАХСТАН,0.0
2015,2,КАЛИНИНГРАДСКАЯ ОБЛ,0.0
2015,2,КАЛИНИНСКИЙ,0.0
2015,2,КАЛУЖСКАЯ ОБЛ,0.0
2015,2,КАМЧАТСКИЙ КРАЙ,0.0
2015,2,КАНАДА,0.0
2015,2,КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСП,0.08
2015,2,КАРЕЛИЯ РЕСП,0.0
2015,2,КАРМАСКАЛИНСКИЙ,0.0
2015,2,КЕМЕРОВСКАЯ ОБЛ,0.0
2015,2,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,0.0
2015,2,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС ОБЛ,0.0
2015,2,КИРОВСКАЯ ОБЛ,0.0
2015,2,КИРОВСКИЙ,0.0
2015,2,КОМИ РЕСП,0.04591836734693878
2015,2,КОСТРОМСКАЯ ОБЛ,0.0625
2015,2,КОТЛАССКИЙ,1.0
2015,2,КРАСНОДАРСКИЙ КРАЙ,0.029487179487179487
2015,2,КРАСНОСЕЛЬСКИЙ,0.0
2015,2,КРАСНОЯРСКИЙ КРАЙ,0.03333333333333333
2015,2,КРЫМ РЕСП,0.0
2015,2,КУГАРЧИНСКИЙ,0.0
2015,2,КУРГАНСКАЯ ОБЛ,0.05454545454545454
2015,2,КУРСКАЯ ОБЛ,0.02702702702702703
2015,2,КУШНАРЕНКОВСКИЙ,0.0
2015,2,ЛЕНИНГРАДСКАЯ ОБЛ,0.014248704663212436
2015,2,ЛИПЕЦКАЯ ОБЛ,0.03460972017673049
2015,2,ЛУГАНСКАЯ,0.0
2015,2,МАЙКОВСКИЙ,0.0
2015,2,МАРИЙ ЭЛ РЕСП,0.2
2015,2,МЕЛЕУЗОВСКИЙ,0.0
2015,2,МЕЛЕУЗОВСКИЙ Р-Н,0.0
2015,2,МОСКВА Г,0.010869565217391304
2015,2,МОСКОВСКАЯ ОБЛ,0.025547445255474453
2015,2,МУРМАНСКАЯ ОБЛ,0.05
2015,2,НАДВОРНЯНСКИЙ,0.0
2015,2,НЕНЕЦКИЙ АО,0.0
2015,2,НЕФТЕГОРСКИЙ,0.0
2015,2,НЕФТЕЮГАНСКИЙ Р-Н,0.0
2015,2,НИЖЕГОРОДСКАЯ ОБЛ,0.0
2015,2,НОВГОРОДСКАЯ ОБЛ,0.0625
2015,2,НОВОСИБИРСКАЯ ОБЛ,0.021739130434782608
2015,2,ОБЪЕДИНЕННЫЕ АРАБСКИЕ ЭМИРАТЫ,0.0
2015,2,ОКРУГ Г. МОСКВЫ,0.0
2015,2,ОМСКАЯ ОБЛ,0.04
2015,2,ОРЕНБУРГСКАЯ ОБЛ,0.03268551236749117
2015,2,ОРЛОВСКАЯ ОБЛ,0.0
2015,2,ОХИНСКИЙ,0.0
2015,2,ПЕНЗЕНСКАЯ ОБЛ,0.0
2015,2,ПЕРМСКАЯ ОБЛ,0.0
2015,2,ПЕРМСКИЙ КРАЙ,0.005988023952095809
2015,2,ПЕЧАТНИКИ,0.0
2015,2,ПОСЕЛЕНИЕ ВНУКОВСКОЕ,0.0
2015,2,ПРИМОРСКИЙ КРАЙ,0.037037037037037035
2015,2,ПРИМОРСКИЙ Р-Н,0.0
2015,2,ПСКОВСКАЯ ОБЛ,0.0
2015,2,РОСТОВСКАЯ ОБЛ,0.09090909090909091
2015,2,РУЗСКИЙ ГОРОДСКОЙ ОКРУГ,0.0
2015,2,РЯЗАНСКАЯ ОБЛ,0.02058319039451115
2015,2,САЛАВАТСКИЙ,0.0
2015,2,САМАРСКАЯ ОБЛ,0.03339634530560807
2015,2,САНКТ-ПЕТЕРБУРГ Г,0.0
2015,2,САРАТОВСКАЯ ОБЛ,0.012544802867383513
2015,2,САХА /ЯКУТИЯ/ РЕСП,0.0
2015,2,САХАЛИНСКАЯ ОБЛ,0.012
2015,2,СВЕРДЛОВСКАЯ ОБЛ,0.0
2015,2,СЕВАСТОПОЛЬ Г,0.0
2015,2,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,0.0
2015,2,СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ РЕСП,0.0
2015,2,СЕЛЕНГИНСКИЙ,0.0
2015,2,СЕРГИЕВСКИЙ,0.0
2015,2,СЛАВЯНСКИЙ,0.0
2015,2,СМОЛЕНСКАЯ ОБЛ,0.0
2015,2,СОСЕНСКОЕ П,0.0
2015,2,СОСНОГОРСКИЙ,0.0
2015,2,СТАВРОПОЛЬСКИЙ КРАЙ,0.022653721682847898
2015,2,ТАМБОВСКАЯ ОБЛ,0.09836065573770492
2015,2,ТАТАРСТАН РЕСП,0.014705882352941176
2015,2,ТАХТАМУКАЙСКИЙ,0.0
2015,2,ТВЕРСКАЯ ОБЛ,0.0
2015,2,ТОМСКАЯ ОБЛ,0.07142857142857142
2015,2,ТУЙМАЗИНСКИЙ,0.0
2015,2,ТУЙМАЗИНСКИЙ Р-Н,0.0
2015,2,ТУЛЬСКАЯ ОБЛ,0.0
2015,2,ТЮМЕНСКАЯ ОБЛ,0.013986013986013986
2015,2,УДМУРТСКАЯ РЕСП,0.040632054176072234
2015,2,УКРАИНА,0.0
2015,2,УЛЬЯНОВСКАЯ ОБЛ,0.07142857142857142
2015,2,УСТЬ-ОРДЫНСКИЙ БУРЯТСКИЙ АО,0.0
2015,2,УФИМСКИЙ,0.0
2015,2,ХАБАРОВСКИЙ КРАЙ,0.02030456852791878
2015,2,ХАКАСИЯ РЕСП,0.0
2015,2,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,0.01702127659574468
2015,2,ХАНТЫ-МАНСИЙСКИЙ АО,0.013192612137203167
2015,2,ХАНТЫ-МАНСИЙСКИЙ-ЮГРА АО,0.016153846153846154
2015,2,ЦЕНТРАЛЬНЫЙ ОКРУГ,0.0
2015,2,ЧЕЛЯБИНСКАЯ ОБЛ,0.014925373134328358
2015,2,ЧЕЧЕНСКАЯ РЕСП,0.027777777777777776
2015,2,ЧУВАШСКАЯ РЕСП,0.0
2015,2,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,0.0
2015,2,ШАРЫПОВСКИЙ,0.0
2015,2,ЯМАЛО-НЕНЕЦКИЙ АВТОНОМНЫЙ ОКРУГ,0.0
2015,2,ЯМАЛО-НЕНЕЦКИЙ АО,0.018604651162790697
2015,2,ЯРОСЛАВСКАЯ ОБЛ,0.0
2015,3,2 МКР,0.0
2015,3,АДЫГЕЯ РЕСП,0.0
2015,3,АЛТАЙ РЕСП,0.0
2015,3,АЛТАЙСКИЙ КРАЙ,0.04938271604938271
2015,3,АМУРСКАЯ ОБЛ,0.6666666666666666
2015,3,АРХАНГЕЛЬСКАЯ ОБЛ,0.02631578947368421
2015,3,АРХАНГЕЛЬСКИЙ,0.0
2015,3,АСТРАХАНСКАЯ ОБЛ,0.0
2015,3,АУРГАЗИНСКИЙ,0.0
2015,3,БАКАЛИНСКИЙ,0.0
2015,3,БАШКОРТОСТАН РЕСП,0.010141987829614604
2015,3,БЕЛАРУСЬ,0.0
2015,3,БЕЛАРУСЬ РЕСП,0.0
2015,3,БЕЛАРУСЬ РЕСП.,0.0
2015,3,БЕЛГОРОДСКАЯ ОБЛ,0.021645021645021644
2015,3,БЕЛЕБЕЕВСКИЙ,1.0
2015,3,БЕЛОРЕЦКИЙ Р-Н,0.0
2015,3,БИРСКИЙ,0.0
2015,3,БЛАГОВЕЩЕНСКИЙ,0.0
2015,3,БРЯНСКАЯ ОБЛ,0.02631578947368421
2015,3,БУРАЕВСКИЙ,0.0
2015,3,БУРЯТИЯ РЕСП,0.0
2015,3,ВЛАДИМИРСКАЯ ОБЛ,0.0
2015,3,ВОЛГОГРАДСКАЯ ОБЛ,0.0
2015,3,ВОЛОГОДСКАЯ ОБЛ,0.00019069412662090009
2015,3,ВОРОНЕЖСКАЯ ОБЛ,0.015384615384615385
2015,3,ГАФУРИЙСКИЙ,0.0
2015,3,ГОМЕЛЬСКАЯ ОБЛ,0.0
2015,3,ГОМЕЛЬСКИЙ,1.0
2015,3,ДАГЕСТАН РЕСП,0.0
2015,3,ДОНЕЦКАЯ НАРОДНАЯ РЕСП,0.0
2015,3,ЕРМЕКЕЕВСКИЙ,0.0
2015,3,ЗАБАЙКАЛЬСКИЙ КРАЙ,0.0
2015,3,ЗИАНЧУРИНСКИЙ,0.0
2015,3,ИВАНО-ФРАНКОВСКАЯ,0.0
2015,3,ИВАНО-ФРАНКОВСКАЯ ОБЛ,0.0
2015,3,ИВАНОВСКАЯ ОБЛ,0.0
2015,3,ИГЛИНСКИЙ,0.0
2015,3,ИЛИШЕВСКИЙ Р-Н,0.0
2015,3,ИРКУТСКАЯ ОБЛ,0.012139605462822459
2015,3,ИШИМБАЙИСКИЙ,0.0
2015,3,ИШИМБАЙСКИЙ,0.0
2015,3,КАБАРДИНО-БАЛКАРСКАЯ РЕСП,0.25
2015,3,КАЗАХСТАН,0.0
2015,3,КАЛИНИНГРАДСКАЯ ОБЛ,0.0
2015,3,КАЛИНИНСКИЙ,0.0
2015,3,КАЛТАСИНСКИЙ,0.0
2015,3,КАЛУЖСКАЯ ОБЛ,0.0
2015,3,КАМЧАТСКИЙ КРАЙ,0.0
2015,3,КАНАДА,0.0
2015,3,КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСП,0.0
2015,3,КАРЕЛИЯ РЕСП,0.0
2015,3,КАРМАСКАЛИНСКИЙ,0.0
2015,3,КЕМЕРОВСКАЯ ОБЛ,0.0
2015,3,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,0.0
2015,3,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС ОБЛ,0.0
2015,3,КИРОВСКАЯ ОБЛ,0.0
2015,3,КОМИ РЕСП,0.037209302325581395
2015,3,КОСТРОМСКАЯ ОБЛ,0.058823529411764705
2015,3,КРАСНОГВАРДЕЙСКИЙ,0.0
2015,3,КРАСНОДАРСКИЙ КРАЙ,0.009324009324009324
2015,3,КРАСНОКАМСКИЙ,0.0
2015,3,КРАСНОСЕЛЬСКИЙ,0.0
2015,3,КРАСНОЯРСКИЙ КРАЙ,0.024553571428571428
2015,3,КРЫМ РЕСП,0.0
2015,3,КУГАРЧИНСКИЙ,0.0
2015,3,КУРГАНСКАЯ ОБЛ,0.05084745762711865
2015,3,КУРСКАЯ ОБЛ,0.0
2015,3,ЛЕНИНГРАДСКАЯ ОБЛ,0.02328589909443726
2015,3,ЛИПЕЦКАЯ ОБЛ,0.033113828786453435
2015,3,ЛУГАНСКАЯ,0.0
2015,3,МАЙКОВСКИЙ,0.0
2015,3,МАРИЙ ЭЛ РЕСП,0.0
2015,3,МЕЛЕУЗОВСКИЙ,0.0
2015,3,МЕЛЕУЗОВСКИЙ Р-Н,0.0
2015,3,МИНСКАЯ ОБЛАСТЬ,0.0
2015,3,МОГИЛЕВСКАЯ ОБЛАСТЬ,0.0
2015,3,МОРДОВИЯ РЕСП,0.0
2015,3,МОСКВА Г,0.0
2015,3,МОСКОВСКАЯ ОБЛ,0.014234875444839857
2015,3,МУРМАНСКАЯ ОБЛ,0.05
2015,3,НАДВОРНЯНСКИЙ,0.0
2015,3,НЕНЕЦКИЙ АО,0.0
2015,3,НЕФТЕГОРСКИЙ,0.0
2015,3,НЕФТЕЮГАНСКИЙ Р-Н,0.0
2015,3,НИЖЕГОРОДСКАЯ ОБЛ,0.006134969325153374
2015,3,НОВГОРОДСКАЯ ОБЛ,0.0
2015,3,НОВОСИБИРСКАЯ ОБЛ,0.02127659574468085
2015,3,ОБЪЕДИНЕННЫЕ АРАБСКИЕ ЭМИРАТЫ,0.0
2015,3,ОКРУГ Г. МОСКВЫ,0.0
2015,3,ОМСКАЯ ОБЛ,0.0
2015,3,ОРЕНБУРГСКАЯ ОБЛ,0.03100088573959256
2015,3,ОРЛОВСКАЯ ОБЛ,0.007042253521126761
2015,3,ОХИНСКИЙ,0.0
2015,3,ПЕНЗЕНСКАЯ ОБЛ,0.0
2015,3,ПЕРМСКАЯ ОБЛ,1.0
2015,3,ПЕРМСКИЙ КРАЙ,0.0
2015,3,ПОСЕЛЕНИЕ ВНУКОВСКОЕ,0.0
2015,3,ПРИМОРСКИЙ КРАЙ,0.0
2015,3,ПРИМОРСКИЙ Р-Н,0.0
2015,3,ПСКОВСКАЯ ОБЛ,0.0
2015,3,ПУШКИНСКИЙ,0.0
2015,3,РОСТОВСКАЯ ОБЛ,0.0
2015,3,РЯЗАНСКАЯ ОБЛ,0.009836065573770493
2015,3,САЛАВАТСКИЙ,0.0
2015,3,САМАРСКАЯ ОБЛ,0.01336432306798373
2015,3,САНКТ-ПЕТЕРБУРГ Г,0.0
2015,3,САРАТОВСКАЯ ОБЛ,0.028622540250447227
2015,3,САХА /ЯКУТИЯ/ РЕСП,0.14285714285714285
2015,3,САХАЛИНСКАЯ ОБЛ,0.003215434083601286
2015,3,СВЕРДЛОВСКАЯ ОБЛ,0.008951406649616368
2015,3,СВЕТЛОГОРСКИЙ,0.0
2015,3,СЕВАСТОПОЛЬ Г,0.0
2015,3,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,0.0
2015,3,СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ РЕСП,1.0
2015,3,СЕЛЕНГИНСКИЙ,0.0
2015,3,СЕРГИЕВСКИЙ,0.0
2015,3,СЛАВЯНСКИЙ,0.0
2015,3,СМОЛЕНСКАЯ ОБЛ,0.04054054054054054
2015,3,СОСЕНСКОЕ П,0.0
2015,3,СТАВРОПОЛЬСКИЙ КРАЙ,0.021148036253776436
2015,3,СТЕРЛИБАШЕВСКИЙ Р-Н,0.0
2015,3,СТЕРЛИТАМАКСКИЙ,0.0
2015,3,СЫКТЫВДИНСКИЙ Р-Н,0.0
2015,3,ТАМБОВСКАЯ ОБЛ,0.0
2015,3,ТАТАРСТАН РЕСП,0.04
2015,3,ТАТЫШЛИНСКИЙ,0.0
2015,3,ТАХТАМУКАЙСКИЙ,0.0
2015,3,ТВЕРСКАЯ ОБЛ,0.0
2015,3,ТОМСКАЯ ОБЛ,0.04054054054054054
2015,3,ТУЙМАЗИНСКИЙ,0.0
2015,3,ТУЙМАЗИНСКИЙ Р-Н,0.0
2015,3,ТУЛЬСКАЯ ОБЛ,0.0
2015,3,ТЫМОВСКИЙ РАЙОН,0.0
2015,3,ТЮМЕНСКАЯ ОБЛ,0.012269938650306749
2015,3,УДМУРТСКАЯ РЕСП,0.03180212014134275
2015,3,УКРАИНА,0.0
2015,3,УЛЬЯНОВСКАЯ ОБЛ,0.0
2015,3,УСТЬ-ОРДЫНСКИЙ БУРЯТСКИЙ АО,0.0
2015,3,УФИМСКИЙ,0.0
2015,3,УЧАЛИНСКИЙ,0.0
2015,3,ХАБАРОВСКИЙ КРАЙ,0.02390438247011952
2015,3,ХАКАСИЯ РЕСП,0.30434782608695654
2015,3,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ,0.0
2015,3,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА АО,0.006602336211274758
2015,3,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ АО,0.0
2015,3,ХАНТЫ-МАНСИЙСКИЙ АО,0.00234192037470726
2015,3,ХАНТЫ-МАНСИЙСКИЙ-ЮГРА АО,0.010325655281969817
2015,3,ЦЕНТРАЛЬНЫЙ ОКРУГ,0.0
2015,3,ЧЕКМАГУШЕВСКИЙ,0.0
2015,3,ЧЕЛЯБИНСКАЯ ОБЛ,0.0
2015,3,ЧЕЧЕНСКАЯ РЕСП,0.0
2015,3,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,0.0
2015,3,ШАРАНСКИЙ,0.0
2015,3,ШАРЫПОВСКИЙ,0.0
2015,3,ЯМАЛО-НЕНЕЦКИЙ АВТОНОМНЫЙ ОКРУГ,0.0
2015,3,ЯМАЛО-НЕНЕЦКИЙ АО,0.007707129094412331
2015,3,ЯРОСЛАВСКАЯ ОБЛ,0.0
2015,4,2 МКР,0.0
2015,4,АБХАЗИЯ,0.0
2015,4,АВСТРИЯ,0.0
2015,4,АДЫГЕЯ РЕСП,0.0
2015,4,АЗНАКАЕВСКИЙ,0.0
2015,4,АЛТАЙ РЕСП,0.0
2015,4,АЛТАЙСКИЙ КРАЙ,0.021844660194174758
2015,4,АЛЬШЕЕВСКИЙ,0.0
2015,4,АМУРСКАЯ ОБЛ,0.002178649237472767
2015,4,АРХАНГЕЛЬСКАЯ ОБЛ,0.0
2015,4,АРХАНГЕЛЬСКИЙ,0.0
2015,4,АСТРАХАНСКАЯ ОБЛ,0.0
2015,4,АУРГАЗИНСКИЙ,0.0
2015,4,БАЙМАКСКИЙ,0.0
2015,4,БАКАЛИНСКИЙ,0.0
2015,4,БАШКОРТОСТАН РЕСП,0.007554945054945055
2015,4,БЕЗЕНЧУКСКИЙ,0.0
2015,4,БЕЛАРУСЬ,0.0
2015,4,БЕЛАРУСЬ РЕСП.,0.0
2015,4,БЕЛГОРОДСКАЯ ОБЛ,0.024070021881838075
2015,4,БЕЛЕБЕЕВСКИЙ,0.0
2015,4,БЕЛОЗЕРСКИЙ,0.0
2015,4,БЕЛОРЕЦКИЙ Р-Н,0.0
2015,4,БЕССОНОВСКИЙ,0.0
2015,4,БИРСКИЙ,0.0
2015,4,БЛАГОВЕЩЕНСКИЙ,0.0
2015,4,БРЯНСКАЯ ОБЛ,0.0
2015,4,БУЗДЯКСКИЙ,0.0
2015,4,БУРАЕВСКИЙ,0.0
2015,4,БУРЯТИЯ РЕСП,0.0
2015,4,ВЛАДИМИРСКАЯ ОБЛ,0.007575757575757576
2015,4,ВОЛГОГРАДСКАЯ ОБЛ,0.014598540145985401
2015,4,ВОЛОГОДСКАЯ ОБЛ,0.022492309244036512
2015,4,ВОРОНЕЖСКАЯ ОБЛ,0.012903225806451613
2015,4,ГАФУРИЙСКИЙ,0.0
2015,4,ГЕРМАНИЯ,0.0
2015,4,ГОМЕЛЬСКАЯ ОБЛ,0.0
2015,4,ГОМЕЛЬСКИЙ,0.0
2015,4,ГРОЗНЕНСКИЙ,0.0
2015,4,ДАВЛЕКАНОВСКИЙ,0.0
2015,4,ДАГЕСТАН РЕСП,0.0011682242990654205
2015,4,ДОЛИНСКИЙ,0.0
2015,4,ДОНЕЦКАЯ НАРОДНАЯ РЕСП,0.0
2015,4,ДОНЕЦКАЯ НАРОДНАЯ РЕСП.,0.0
2015,4,ДЮРТЮЛИНСКИЙ,0.0
2015,4,ЕВРЕЙСКАЯ АОБЛ,0.0
2015,4,ЕРМЕКЕЕВСКИЙ,0.0
2015,4,ЕРМЕКЕЕВСКИЙ РАЙОН,0.0
2015,4,ЗАБАЙКАЛЬСКИЙ КРАЙ,0.0
2015,4,ИВАНО-ФРАНКОВСКАЯ,0.0
2015,4,ИВАНО-ФРАНКОВСКАЯ ОБЛ,0.0
2015,4,ИВАНОВСКАЯ ОБЛ,0.0
2015,4,ИГЛИНСКИЙ,0.0
2015,4,ИЛИШЕВСКИЙ Р-Н,0.0
2015,4,ИНГУШЕТИЯ РЕСП,0.0
2015,4,ИРКУТСКАЯ ОБЛ,0.01038961038961039
2015,4,ИСКИТИМСКИЙ,0.0
2015,4,ИШИМБАЙИСКИЙ,0.0
2015,4,ИШИМБАЙСКИЙ,0.0
2015,4,КАБАРДИНО-БАЛКАРСКАЯ РЕСП,0.0
2015,4,КАЗАХСТАН,0.0
2015,4,КАЛИНИНГРАДСКАЯ ОБЛ,0.0
2015,4,КАЛИНИНСКИЙ,0.0
2015,4,КАЛМЫКИЯ РЕСП,0.0
2015,4,КАЛТАСИНСКИЙ,0.0
2015,4,КАЛУЖСКАЯ ОБЛ,0.006993006993006993
2015,4,КАМЧАТСКИЙ КРАЙ,0.0
2015,4,КАМЫШЛОВСКИЙ,0.0
2015,4,КАНАДА,0.0
2015,4,КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСП,0.023809523809523808
2015,4,КАРЕЛИЯ РЕСП,0.01882845188284519
2015,4,КАРМАСКАЛИНСКИЙ,0.0
2015,4,КЕМЕРОВСКАЯ ОБЛ,0.05555555555555555
2015,4,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС,0.019417475728155338
2015,4,КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС ОБЛ,0.0425531914893617
2015,4,КИНЕЛЬ - ЧЕРКАССКИЙ,0.0
2015,4,КИНЕЛЬСКИЙ,0.0
2015,4,КИРОВСКАЯ ОБЛ,0.018018018018018018
2015,4,КИРОВСКИЙ,0.0
2015,4,КОМИ РЕСП,0.028517110266159697
2015,4,КОСТРОМСКАЯ ОБЛ,0.0
2015,4,КРАСНОГВАРДЕЙСКИЙ,0.0
2015,4,КРАСНОДАРСКИЙ КРАЙ,0.01878612716763006
2015,4,КРАСНОКАМСКИЙ,0.0
2015,4,КРАСНОСЕЛЬСКИЙ,0.0
2015,4,КРАСНОУФИМСКИЙ,0.0
2015,4,КРАСНОЯРСКИЙ КРАЙ,0.008403361344537815
2015,4,КРЫМ РЕСП,0.0
2015,4,КУГАРЧИНСКИЙ,0.0
2015,4,КУРГАНСКАЯ ОБЛ,0.016483516483516484
2015,4,КУРСКАЯ ОБЛ,0.0029455081001472753
2015,4,ЛЕНИНГРАДСКАЯ ОБЛ,0.019476905954368393
2015,4,ЛЕНИНОГОРСКИЙ,0.0
2015,4,ЛИПЕЦКАЯ ОБЛ,0.018770226537216828
2015,4,ЛИТВА,0.0
2015,4,ЛУГАНСКАЯ,0.0
2015,4,ЛЮБИНСКИЙ,0.0
2015,4,МАГАДАНСКАЯ ОБЛ,0.0
2015,4,МАЙКОВСКИЙ,0.0
2015,4,МАРИЙ ЭЛ РЕСП,0.005434782608695652
2015,4,МЕЛЕУЗОВСКИЙ,0.0
2015,4,МЕЛЕУЗОВСКИЙ Р-Н,0.0
2015,4,МИНСКАЯ ОБЛАСТЬ,0.0
2015,4,МИЯКИНСКИЙ,0.0
2015,4,МОГИЛЁВСКАЯ ОБЛАСТЬ,0.0
2015,4,МОГИЛЕВСКАЯ ОБЛАСТЬ,0.0
2015,4,МОЛДАВИЯ,0.0
2015,4,МОРДОВИЯ РЕСП,0.0
2015,4,МОСКВА Г,0.0008820564516129032
2015,4,МОСКОВСКАЯ ОБЛ,0.0046439628482972135
2015,4,МОСКОВСКИЙ П,0.0
2015,4,МУРМАНСКАЯ ОБЛ,0.07328605200945626
2015,4,НАДВОРНЯНСКИЙ,0.0
2015,4,НЕНЕЦКИЙ АО,0.0
2015,4,НЕФТЕГОРСКИЙ,0.0
2015,4,НЕФТЕЮГАНСКИЙ,0.0
2015,4,НЕФТЕЮГАНСКИЙ Р-Н,0.0
2015,4,НИЖЕГОРОДСКАЯ ОБЛ,0.01694915254237288
2015,4,НИЖНЕОМСКИЙ,0.0
2015,4,НОВГОРОДСКАЯ ОБЛ,0.0027472527472527475
2015,4,НОВОСИБИРСКАЯ ОБЛ,0.0
2015,4,НОГЛИКСКИЙ,0.0
2015,4,ОБЪЕДИНЕННЫЕ АРАБСКИЕ ЭМИРАТЫ,0.0
2015,4,ОМСКАЯ ОБЛ,0.008583690987124463
2015,4,ОРЕНБУРГСКАЯ ОБЛ,0.013989637305699482
2015,4,ОРЛОВСКАЯ ОБЛ,0.019836639439906652
2015,4,ОРШАНСКИЙ,0.0
2015,4,ОХИНСКИЙ,0.0
2015,4,ПЕНЗЕНСКАЯ ОБЛ,0.00510204081632653
2015,4,ПЕРМСКАЯ ОБЛ,0.0
2015,4,ПЕРМСКИЙ КРАЙ,0.027633851468048358
2015,4,ПЕЧАТНИКИ,0.0
2015,4,ПОСЕЛЕНИЕ ВНУКОВСКОЕ,0.0
2015,4,ПОХВИСТНЕВСКИЙ,0.0
2015,4,ПРИМОРСКИЙ КРАЙ,0.035211267605633804
2015,4,ПРИМОРСКИЙ Р-Н,0.0
2015,4,ПСКОВСКАЯ ОБЛ,0.0
2015,4,ПУРОВСКИЙ,0.0
2015,4,ПУШКИНСКИЙ,1.0
2015,4,РЕЧИЦКИЙ,0.0
2015,4,РОСТОВСКАЯ ОБЛ,0.005813953488372093
2015,4,РУЗСКИЙ ГОРОДСКОЙ ОКРУГ,0.0
2015,4,РЯЗАНСКАЯ ОБЛ,0.0161090458488228
2015,4,САЛАВАТСКИЙ,0.0
2015,4,САМАРСКАЯ ОБЛ,0.01100715465052284
2015,4,САМБОРСКИЙ,0.0
2015,4,САНКТ-ПЕТЕРБУРГ Г,0.006535947712418301
2015,4,САРАПУЛЬСКИЙ,0.0
2015,4,САРАТОВСКАЯ ОБЛ,0.008716323296354992
2015,4,САХА /ЯКУТИЯ/ РЕСП,0.0
2015,4,САХАЛИНСКАЯ ОБЛ,0.012244897959183673
2015,4,СВЕРДЛОВСКАЯ ОБЛ,0.006044218228089709
2015,4,СВЕТЛОГОРСКИЙ,0.0
2015,4,СЕВАСТОПОЛЬ Г,0.0
2015,4,СЕВЕРНАЯ ОСЕТИЯ - АЛАНИЯ РЕСП,0.0
2015,4,СЕЛЕНГИНСКИЙ,0.0
2015,4,СЕРГИЕВСКИЙ,0.0
2015,4,СЛАВЯНСКИЙ,0.0
2015,4,СМОЛЕНСКАЯ ОБЛ,0.0044444444444444444
